"taskID","validationStatus","transcriberID","validatorID","externalIdentifier","exportComment","dateTranscribed","dateValidated","individualCount","institutionCode","occurrenceRemarks","sequenceNumber","transcriberNotes","validatorNotes"
"4242715","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0001.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:44:46","27-Mar-2015 04:22:13","0","MCZ","cover","1","",""
"4242719","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0002.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:46:31","27-Mar-2015 04:22:04","0","MCZ","HARVARD UNIVERSITY.\n\n[Diagram]\n\nLIBRARY\n\nOF THE\n\nMUSEUM OF COMPARATIVE ZOOLOGY\n\nBEQUEST OF\n\nWILLIAM BREWSTER","2","",""
"4242723","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0003.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:46:43","27-Mar-2015 04:03:49","0","MCZ","COVER","3","",""
"4242727","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0004.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:46:59","27-Mar-2015 04:03:40","0","MCZ","Inside cover","4","",""
"4242731","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0005.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:48:03","27-Mar-2015 04:25:03","0","MCZ","The important systematic notes are copied into\n""Systematic Notes, Vols.1-68."" I copied the notes\nchecked.    Walter Deane, June 11, 1898.\n\n\n\nWilliam Brewster","5","",""
"4242735","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0006.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 10:48:19","27-Mar-2015 04:24:15","0","MCZ","William Brewster","6","",""
"4242739","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0007.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 11:00:18","27-Mar-2015 04:22:42","0","MCZ","1891\nMarch 25\n  Started at 8.20 this morning with F. Bolles and\ndrove to the Bryant farm in Lexington. The past\nsix days have been cloudy and dismal with snow, \nsleet, and rain falling much of the time, but this\nmorning the sun rose clear and there was a \nlight breeze from the N.W. which by 9 A.M. had\nincreased to a typical March wind, roaring through\nthe leafless woods, ruffling the most sheltered forest\npools and bashing the tall, withered meadow grass\nsavagely to and fro. The greater part of the day,\nhowever, was just warm enough to be delightful,\nespecially in openings in the woods and on sheltered\nhillsides. The air was bracing but at no time raw\nand there was a smell of earth mould and wet\nleaves. In short spring was in the air. \nThe roads were dry and hard in most places and\nthe grass tinged with green on sunny exposures while about\nspring holes it was vivid green. There is little snow\nor ice left except under evergreens in the woods and\non the north side of high banks. The ground is\nstill very wet and sodden and there is hard frost\nunder the leaves everywhere in the woods. \n  We heard a Bluebird or two before reaching [Hawley?]\nand two Song Sparrows, one opposite the Adams\nplace being an exceptionally fine [?]. As the horse\nwas walking slowly up the steep pitch past the\nlower mill pond there was a sudden whirring \nof wings behind us on the right and a bevy of\ntwelve Quail hurtled over our heads like a \nshower of cannon balls. They crossed the ravine\njust below the house and disappeared over the","7","",""
"4242743","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0008.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 11:11:14","27-Mar-2015 04:26:09","0","MCZ","1891\nMarch 25\n(No. 2)\nknoll beyond flying very fast and nearly 100 feet\nabove the earth when above the bed of Beaver Brook.\nWhat disturbed them I do not know; certainly not\nour carriage for they rose among the pines at\nleast 100 yds. from the road. \n  The Willows were wonderfully beautiful as we\nentered their eastern end, the sunlight bringing \nout their old gold tints and lying lovingly on\nthe long, straight reach of road that [delete]stretched[/delete] led\naway across the great, half flooded meadow. There\nwere hosts of Song Sparrows here. Indeed we must\nhave heard nearly a dozen and others were continually\nflitting across the road or rustling through the dry \ngrass on its borders. Two Rusty Blackbirds rose\nfrom the flooded meadow and alighted in the\ntop of a maple uttering their tinkling medley.\nIn the woods at the western end six or eight\nCrows were sitting in pairs in the tops of the tall\noaks. A red-wing, the only one seen during the \nday, was singing in the top of a hickory under\nwhich we drove without disturbing him. \n  We drove past the Bryant farm to the\nTheodore Parker place and then returned. Just \nbefore reaching the Bryant farm we started a\nmusk rat*[muskrat] from the road where, on the edge\nof a pond of rain water, he was sitting in the\nsun. He floundered and skipped over and\nthrough the shallow water in mad haste and\nfinally disappeared in a half submerged stone\nwall. \n  After putting up the horse we started out on","8","",""
"4242747","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0009.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 11:24:53","27-Mar-2015 04:28:07","0","MCZ","1891\nMarch 25\n(No. 3)\nfoot following the old lane down to the edge\nof the great birch cover which we at once entered.\nA Bluebird was singing and a Red-Shouldered\nHawk, which we had previously seen soaring \nhigh over the meadows, screaming and dashing\nabout the oak woods on the hill to the westward.\n  On reaching the brook we followed its banks for\nsome distance as they afforded an easy and attractive\npath the bushes having been cut away for a yard\nor two on each side. We soon picked up a Spotted \nTurtle the entire fleshy parts of which excepting the\ntail had been scooped out without the slightest\ninjury to the shell inside which absolutely nothing\nremained but a coating of damp, black earth.\nThe tail, including the arms, was untouched and\nwas so fresh as to indicate that the animal had\nbeen killed this morning. What bird or mammal\ncould have done this? A Crow or a Weasel?\nThe ground where the shell lay was too hard to\nshow tracks & we could find no clue to the \nmystery. \n  A few yards further on I discovered a [Soldier?]\nTurtle half concealed in the mud on the bottom\nof the brook. It was alive and in good condition\nbut sluggish after its long hibernation. No others\nof this species were seen but the Spotted Turtles\nproved to be out in force for we saw upwards \nof twenty in going a few hundred yards. They\nwere usually sunning themselves on the mud a\nfoot or two from the water into which they\nplumped as we approached and going to the","9","",""
"4242751","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewB_0010.jpg","Fully transcribed by Michelle Bramley. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","02-Feb-2015 11:34:47","27-Mar-2015 04:29:49","0","MCZ","1891\nMarch 25\n(No. 4)\nbottom at once either burrowed into the mud or\nlay perfectly still, their spotted shells often matching\nthe pebble spangled bottom sufficiently well to\nmake them rather inconspicuous.\n  In the soft mud along this brook we saw a track\nwhich puzzled me. The hind feet were as large as\nthose of a large Cat and similar in shape with\nlong claws. The fore feet were much smaller. The\nhind feet usually struck the ground [well?] together,\nthe fore feet nearly together and ten or twelve\ninches in advance but in places this order was\nnot followed. The creature evidently moved by\nirregular jumps of from two to four feet. It\ncertainly was not a Cat and I could only think\nof an Otter. If an Otter it must have been a\nsmall one. No other track was registered along\nthis brook save the very old one of a musk rat*[muskrat].\n  We next struck back through a matted growth\nof young birches and poplars coming out near \nthe rope walk without having seen a bird of\nany kind. Near the rope walk there was a \nsingle Song Sparrow skulking in bushes on the\nedge of the weed field. Turning back into \nthe birches, after beating the meadow where I shot\nthe Short eared Owl last December, we came\non a pile of Partridge dung that would have \nfilled a pint measure. It was rather old and\nsomewhat mouldy but as we were looking at it\nwe heard the unmistakable chittering of a\nPartridge and the next instant the bird, a \nfine old cock, started within ten yards of us","10","",""
"4242755","Valid","Hanh Vu","Joseph deVeer","JournalsWilliam00BrewB_0011.jpg","Fully transcribed by Hanh Vu. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","05-Feb-2015 15:37:13","27-Mar-2015 04:30:48","0","MCZ","1891\nMarch 25\n(No 5)\n[delete]?[/delete] and stalked slowly away rustling noisily among\nthe dry leaves and soon disappearing without taking\nwing.\n  Crossing back to the brook we lunched in the\nsun on its banks and then climbed the\nslope that leads to the oak & pine clad hill\nto the west. Seven or eight Juncos, disturbed \nby me approached from a grassy place where they\nhad been feeding flitted along an old wall and\ngaining the woods scattered and disappeared\nin a twinkling. As we were following them the \nsong of a Brown Creeper suddenly rang out loud\nand clear within a few yards of us. What a\nwild, sweet strain it is! I have never heard it\nunder more attractive circumstances for the bird\nsang on the edge of a belt of pitch pines which rimmed\na secluded hollow in the woods where the sun\nlay warm and the March wind roared high overhead.\nWe soon saw him and another climbing the trunks\nof the trees in irregular lines, not zig-zagging\nas the books say. We lingered long in hopes of\nmore singing but heard only an occasional\ncreep note.\n  On the top of the hill the Red-shouldered Hawks were holding high carnival [delete]we found one Red-shouldered\nHawk[/delete]. They soared over the trees and occasionally\ndescend low down over or through their tops,\nscreaming a good deal and showing marked\nrestlessness and solicitude but although we \nsearched all the pines closely with our glasses\nwe found no really promising nest. Our \nbuilt wall out on the horizontal branch","11","",""
"4242759","Valid","Hanh Vu","Joseph deVeer","JournalsWilliam00BrewB_0012.jpg","Fully transcribed by Hanh Vu. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","04-Feb-2015 07:36:43","27-Mar-2015 04:31:28","0","MCZ","1891\nMarch 25\nNo 6\nof a white pine looked new and symmetrical\nfrom the ground but on climbing above it\nB. reported it heaped up with dry leaves.\n  In these woods we saw a Downy Woodpecker,\na garter snake, and several butterflies, including\ntwo Vanessa antiopa and one Grapta comma. There was another species, also,\nnearly as large with narrower wings and of a\nlighter brown color (Grapta comma). In the birches along the\nditch we had previously seen a much smaller\nkind with moth-like wings but rich reddish-\nbrown coloring beneath (a true moth Brephos infans). Perhaps a dozen of the\nthree kinds were seen during the day.\n  On the slope of this hill near where the Creeper\nsang a large, rather gaunt looking Woodchuck\nsuddenly appeared and after flattening his\nbody in a hollow scurried off thirty yards or\nmore to the entrance of his hole where he\nsat perfectly still, [delete]but[/delete] neither erect nor in\nthe [delete]usually[/delete] usual formless attitude, but nearly\nas a Rabbit or Squirrel would have sat, the\nback strongly arched, the head [delete]erect[/delete] raised,\nthe anatomy of the hip strongly marked.\n  In a deep hollow on the top of the ridge\nwhere a group of old white pines interlaced\ntheir sombre foliage and protected several\nsnow banks from the wasting March sun\nwe started a large Owl which I took to be \na Barred Owl although it looked unusually \nlight-colored or yellowish perhaps because\nthe sunlight struck on and through its great\nwings. It flew from a pine nearly over my","12","",""
"4242763","Valid","Hanh Vu","Joseph deVeer","JournalsWilliam00BrewB_0013.jpg","Fully transcribed by Hanh Vu. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","04-Feb-2015 07:43:00","27-Mar-2015 04:32:17","0","MCZ","1891\nMarch 25\n(No 7)\nhead and flapped slowly and irresolutely off \nthrough the dense branches apparently alighting \njust as it passed out of our sight but \nwe could not find it again although we \nlooked for it long and carefully. A pair\nof Chickadees were flitting among some birches\nin this hollow. I called the male down within\nfive feet of my head but he would not come\nnearer. Only one other Chickadee was seen \nduring the day. The winter flocks seem to\nhave broken up within the past two weeks.\n  As the sun was low in the west we climbed\nthe hill behind the Lower Pine and crossed the\nmain road to the orchard on the south\nwhere we looked carefully for Sand Owls.\nTraces of their recent presence abounded. There\nwere pellets under several likely holes and\nin one place a grinning array of skulls\nteeth and bones of mice. In one of the holes\nwere several tail feathers of the Flicker and\nin another a Mouse (Arvicola) minus the \nhead and in decidedly gamy condition.\n  In this orchard a Flicker, which I omitted\nto note in proper sequence, was singing\nthis morning at regular intervals. Its \nprolonged, laughing notes are perhaps\nmore truly characteristic of early spring\nin Massachusetts than are those of\nany other one of our birds.\n  Strange to say not a single frog or\nhyla was heard or seen during the entire","13","",""
"4242767","Valid","Hanh Vu","Joseph deVeer","JournalsWilliam00BrewB_0014.jpg","Fully transcribed by Hanh Vu. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","04-Feb-2015 07:49:20","27-Mar-2015 04:32:41","0","MCZ","1891\nMarch 25\n(No 8)\nday although the season seems quite far enough\nadvanced for them to be in full blast. Surely\nthey should be out as early as turtles and\nsnakes! (Faxon heard Rana sylvatica today at Foxbury)\n  Our drive home was a fitting close to \nthe long, restful, delightful day.  As we entered\nthe Willows the sun was setting and its\nlevel beams threw a strong light on the tops\nof the trees, the road itself being in shadow.\nA great flock of Crows (Bolles counted forty five)\nstraggled off in a long, swarming line northbound\napparently starting on a migratory flight\nbut perhaps on the way to a roost!\nA Must Rat kept abreast of us for a\nlittle way cleaving a deep furrow in the\nsmooth surface of the ditch on the\nright of the road and finally humping his\nback and diving so smoothly as to leave\nscarcely a ring on the spot where he\ndisappeared. Near the Payson place\nmore Crows, a small flock, starting on\na flight but heading first west and\nthen nearly south-west.\n  The wind blew cold and strong and the\nlight was fading fast when we reached\nhome at about six o'clock.","14","",""
