"taskID","validationStatus","transcriberID","validatorID","externalIdentifier","exportComment","dateTranscribed","dateValidated","individualCount","institutionCode","occurrenceRemarks","sequenceNumber","transcriberNotes","validatorNotes"
"4060982","Valid","Kyle Heyneke","Joseph deVeer","mcz13103363v2_0001.jpg","Fully transcribed by Kyle Heyneke. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","07-Dec-2014 23:51:49","10-Apr-2015 02:52:40","0","MCZ","Diary 1866","1","front cover of WIlliam Brewster's diary (1866)",""
"4060986","Valid","Grahame Parsons","Joseph deVeer","mcz13103363v2_0002.jpg","Fully transcribed by Grahame Parsons. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","11-Jan-2015 21:36:44","10-Apr-2015 02:53:00","0","MCZ","1 of &\nsBr 97.41.1 (2)\n\n11 1/2 all but 3\n17 1/2 Thick as ever\nFrom !/2 to 22 if a crered going down more than\nthere for best\nat 18 of only a very few.\n\n\nWilliam Brewster\nfrom\nFather\n- 1866 -","2","",""
"4060990","Valid","Grahame Parsons","Joseph deVeer","mcz13103363v2_0003.jpg","Fully transcribed by Grahame Parsons. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","10-Jan-2015 23:17:08","10-Apr-2015 02:55:19","0","MCZ","POCKET\nDIARY\n1866\nBOSTON\nH. J. Marsh, Publisher,\nNos. 17 & 19 Cornhill.","3","",""
"4060994","Valid","Matt Andrews","Joseph deVeer","mcz13103363v2_0004.jpg","Fully transcribed by Matt Andrews. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","09-Dec-2014 21:53:48","10-Apr-2015 02:55:49","1","MCZ","Thursday, January 25, 1866.\nSaw ten snow buntings but as\nI did not have my gun I could\nnot shoot any.\nFriday, January 26, 1866.\nSaw a brown creeper ascending\nthe trunk of an elm tree. I\nhave not seen any before\nfor nearly a month.","4","",""
"4060998","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0005.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 08:47:45","10-Apr-2015 02:58:34","0","MCZ","Monday, January 29, 1866.\n  Saw an immense flock of\nsnow buntings flying: they\nfeed at this season (as do also\nsnow birds tree sparrows and gold finches)\non the seeds of certain tall bank\nweeds.\nWednesday, January 31, 1866.\n  I heard plainly a flock of cherry\nbirds which are the first.\nI do not think that the\nblue jays are around now\nfor I have been to all \ntheir haunts without seeing any.\nThursday, February 1, 1866.\n  A mottled owl was seen to\nday; seen again on the 4th;\nshot on the 5th.","5","",""
"4061002","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0006.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:03:13","10-Apr-2015 02:59:17","0","MCZ","Saturday, February 3, 1866.\n  Saw the first blue jay today:\nsaw the first robins about twenty\nin all and shot one: Saw three\nshore larks and shot two\nboth of which with the robin\nI have stuffed. (Shore larks were\nshot where Ca[?]dy Hos. now stands)\nSunday, February 4, 1866.\n  Five or six robins were seen\nto day.","6","",""
"4061006","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0007.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:07:11","10-Apr-2015 03:00:00","0","MCZ","Saturday, February 10, 1866.\n  I saw two cherry birds this morning feeding\non a cedar tree in our yard\nand this noon I shot two also\nin our yard from a flock of\nabout a dozen: these are the first\nthat I have seen though I heard some before","7","",""
"4061010","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0008.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:09:24","10-Apr-2015 03:00:24","0","MCZ","Thursday, February 15, 1866.\n  A bald eagle was seen flying\nover to day.\nSaturday, February 17, 1866.\n  Heard some old males\nsinging the song common\nin the breeding season.","8","",""
"4061014","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0009.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:14:44","10-Apr-2015 03:00:38","0","MCZ","Saturday, February 24, 1866.\n  Saw the first herring gulls\nthirteen in number flying\nover to day.\nSunday, February 25, 1866.\n  A flock of red winged starlings\nwas seen to day for the first \ntime.\nMonday, February 26, 1866.\n  I saw a flock of red winged\nblackbirds in the same place\nthat the flock was seen \nyesterday.","9","",""
"4061018","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0010.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:19:10","10-Apr-2015 03:00:53","0","MCZ","Thursday, March 1, 1866.\n  Saw a flock of cherry birds\ncatching snow flakes in the \nmanner that they catch\ninsects in summer. The old\nmale song sparrows began to\nsing to day and I heard two.\nSaturday, March 3, 1866.\n  Saw the first golden winged\nwoodpeckers. and meadow \nlarks to day. also saw three\nruffed grouse. I walked\nnearly to the village of Concord\nto day","10","",""
"4061022","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0011.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:19:35","10-Apr-2015 03:01:04","0","MCZ","","11","",""
"4061026","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0012.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:21:54","10-Apr-2015 03:01:19","0","MCZ","Monday, March 12, 1866.\n  Saw the first blue birds\nto day\nFriday, March 16, 1866.\n  Saw the first crow blackbird\nto day.","12","",""
"4061030","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0013.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:24:25","10-Apr-2015 03:06:45","0","MCZ","Saturday, March 17, 1866.\n  Heard the first cow bunting\nto day\nTuesday, March 20, 1866.\n  The first purple finches\nsix in all were seen today","13","",""
"4061034","Valid","Alex Simpson","Joseph deVeer","mcz13103363v2_0014.jpg","Fully transcribed by Alex Simpson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","28-Aug-2014 09:28:09","10-Apr-2015 03:08:54","0","MCZ","Friday, March 23, 1866.\n  Saw a purple finch myself\nto day and heard it sing\nsplendidly.\nSunday, March 25, 1866.\n  Saw twenty six shore larks\nto day\nWednesday, March 28, 1866.\n  Saw a bird that I thought\nwas a black & white creeper\nbut as I did not get a good\nsight of him I can not be \nsure.","14","",""
