"taskID","validationStatus","transcriberID","validatorID","externalIdentifier","exportComment","dateTranscribed","dateValidated","individualCount","institutionCode","occurrenceRemarks","sequenceNumber","transcriberNotes","validatorNotes"
"4091404","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0001.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:38:45","12-Mar-2015 23:48:06","0","MCZ","","1","",""
"4091408","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0002.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:40:57","12-Mar-2015 23:48:42","0","MCZ","HARVARD UNIVERSITY\nLIBRARY\nOF THE\nMUSEUM OF COMPARATIVE ZOOLOGY\nBEQUEST OF\nWILLIAM BREWSTER","2","",""
"4091412","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0003.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:41:17","12-Mar-2015 23:48:56","0","MCZ","","3","",""
"4091416","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0004.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:41:35","12-Mar-2015 23:49:09","0","MCZ","","4","",""
"4091420","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0005.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:42:48","12-Mar-2015 23:49:28","0","MCZ","The important systematic notes are copied into\n""Systematic Notes, Vols.1-68."" I copied the notes\nchecked. Walter Dean, June 11, 1898.\n\nWilliam Brewster","5","",""
"4091424","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0006.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 14:43:01","12-Mar-2015 23:49:46","0","MCZ","","6","",""
"4091428","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0007.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 15:13:45","12-Mar-2015 23:50:17","0","MCZ","1890\nJan.3\nCambridge, Mass.\n  Cloudless with brisk but soft W. wind. A\nremarkably mild, sping-like day even for this\n""open"" winter.\n[margin]Fresh Pond\nMarshes[/margin]\n  Met Faxon at Hill's Crossing at 9.15 a.m. taking\nmy gun, one object being to make a thorough\nexamination of the swamps in order to ascertain\nwhat birds are [wintering?] in them this mild season.\n  We first encircled the Pout Pond swamp, seeing\ntwo or three Song and Tree Sparrows, and then\nentered the swamp opposite Barker's where we\nfound a large flock of Linnets containing about\n25 Redpolls, five or six Gold Finches and two\nPine Linnets. They were feeding on alder seeds\nthe scales of which covered the ground beneath\nthe bushes. Faxon shot a fine red-breasted [?].\nThere were several large birds in the flock which\nI took to be rostrata. I shot at one of them but\nmissed. In this swamp the spatters of skunk\ncabbage were four or five inches tall and very green.\nIn a neighboring field Shepard's purse was in full\nbloom. The grass was as green as in early April.\n  Passing the outlet of Pont Pond I ""screeped"" a\nlittle when a Cistothorus palustris began scolding\nin a bed of dense cat-tails. After more screeping\non our part he showed himself twice and\nfinally came within a few yards of us.\nAs we could not find Faxon's bird this may\nbe the same but we think not as the\ntwo localities are 300 yds. apart with the\nFitchburg R.R and a double line of side tracked\nfreight cards between. Faxon's bird was at [home?]\n[margin]Cistothorus[/margin]","7","",""
"4091432","Valid","Michelle Bramley","Joseph deVeer","JournalsWilliam00BrewA_0008.jpg","Fully transcribed by Michelle Bramley. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","20-Nov-2014 15:30:37","12-Mar-2015 23:57:28","0","MCZ","1890\nJan. 3\nCambridge, Mass.\nWM Brewster 3/4\nyesterday.\n  We next crossed the big marsh north of Glacialis. No\nbirds. The marsh as oozy & free from frost as in October.\nWe half expected to start a Snipe or Rail.\n  Near Beech Island saw a Swamp Sparrow. It flew from\nthe [cast?] path into a bed of cat-tails. We ""screeped"" and\nmade it show itself twice, once breast to. There were three\nSong Sparrow with or near it.\n  Next crossed Little River and looked for Meadow Larks \nin the fields beyond. Faxon saw seven there early in \nDec. but we could find none to-day. In Robin roost \nswamp found Woodcock droppings not more than a week\nor two old and saw a Tree Sparrow, three Chickadees & two\nRedpolls.\n  Next through the Maple Swamp. No birds there except\na few Tree Sparrows and a flock of ten Chickadees in\nwillows on the Watertown branch track where the path \nenters the swamp. \n  Finished with the Brickyard swamp where we\nheard a Song Sparrow.\n  During the day I counted nine different\nSong Sparrows and Faxon thinks he saw fully\neight that I did not see.\n  I walked home from the crossing where\nI parted with Faxon.","8","",""
"4091436","Valid","Madeleine Newell","Joseph deVeer","JournalsWilliam00BrewA_0009.jpg","Fully transcribed by Madeleine Newell. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","04-Jul-2014 10:21:06","13-Mar-2015 00:04:39","0","MCZ","1890\nJanuary 14\nClear and still. Frosty in early morning, warm at noon, the\nroads muddy. The grass in many places, especially on springy \nslopes with a southern exposure, literally as green as in early \nMay. Cows grazing in the fields, cocks crowing lustily.\n[margin]Spring-like\nday\nvegetation[/margin]\n  Met Faxon at the Punch Bowl Swamp by appointment     \nat 10 a.m. We hoped to find Marsh Wrens and Swamp Sparrows [\nbut in this we were disappointed for we skirted the entire\nswamp without one of either species. Song Sparrows, however,\nwere more numerous than I have ever before seen them in \nwinter in this neighborhood. We must have started\nmore than a dozen and others were heard chirping. All\nwere in the cat-tails and long grass there being no\nbushes in this swamp. With them were a very few \nTree Sparrows and very many English Sparrows. All three\nspecies seemed to be feeding on the seeds of the cat-tails.\nAt least we saw them in the act of picking the heads \nto pieces, scattering the thistle-like down to the wind.\n[margin]Punch Bowl\nSwamp[/margin]\n[margin]Song Sparrows\nabundant[/margin]\n  We came upon at least two cats in this swamp & \nthe birds must suffer severely from their attentions. One\nserved us a good turn, however, by starting up what we\nboth agreed must have been a Spizella socialis. It alighted\non a tall reed and for several minutes chipped at the cat\nexcitedly and continuously. We had a good view of its \nbreast, Back and wings through F's glass at about 30 yds. \nFinally it flew across the swamp & pitched down into\nthe cat-tails again. I left Faxon pursuing it.\n[margin]Chipping Sparrow[/margin]\n  On the eastern side of this swamp we saw a flock\nof five Red Crossbills. They kept flying down to the ground\nand back into some oaks & cedars. One of the cedars was\nalso literally alive with Cedar birds. After feeding on the \nberries for a while they collected in a dense cluster","9","",""
"4091440","Valid","Madeleine Newell","Joseph deVeer","JournalsWilliam00BrewA_0010.jpg","Fully transcribed by Madeleine Newell. Exported on 15-May-2015 from DigiVol (http://volunteer.ala.org.au)","04-Jul-2014 10:24:49","13-Mar-2015 00:04:59","0","MCZ","in the top of an oak where they sat a long time\nsunning. I counted them twice & made the number 27.\nFaxon has seen none before this winter.\n  We heard crows cawing at at frequent intervals\nRedpolls flying over.\n  I went back to Boston at 11:30 leaving Faxon\nat the swamp, as already stated.","10","",""
