"taskID","validationStatus","transcriberID","validatorID","externalIdentifier","exportComment","dateTranscribed","dateValidated","individualCount","institutionCode","occurrenceRemarks","sequenceNumber","transcriberNotes","validatorNotes"
"4060702","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0001.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 00:36:50","19-Mar-2015 00:57:22","0","MCZ","1865.","1","Front Cover",""
"4060706","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0002.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 00:39:13","19-Mar-2015 00:57:44","0","MCZ","sBr97.41.1(1)\nWilliam Brewster\nCambridge\nMass\n","2","",""
"4060710","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0003.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 00:39:56","19-Mar-2015 00:57:53","0","MCZ","William Brewster","3","",""
"4060714","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0004.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 00:45:34","19-Mar-2015 00:59:26","0","MCZ","[margin]Num[/margin]\nArticles\n[margin]Dol cts[/margin]\n3 Pecks of dandalions 50\nStrawberries\nBoxes\n1        50\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n1        30\n[delete]3.9[/delete]\n4.10","4","",""
"4060718","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0005.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 00:49:21","19-Mar-2015 01:00:12","0","MCZ","13\n1        30\n1        30\n1        30\n6  [delete]4.8[/delete]5.00\nEggs\n[margin]Dol cts[/margin]\n46\n1\n1\n1\n1\n2\n52\n3\n6\n113","5","",""
"4060722","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0006.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 01:08:49","19-Mar-2015 01:07:56","0","MCZ","[margin]1865[/margin]\n  Eggs and Nests.\n  Blue Bird\n[margin]Apr 15, 1865[/margin]\n  One egg in an olive jar in\n? R. D. yard. The nest of a\nbluebird is usually made\nof hay the eggs 5 or 6 in\nnumber of a light-bluish\ngreen some being nearly\nwhite.\n  White Bellied Nuthatch\n[margin]Apr 19, 1865[/margin]\n  Nest with fresh eggs,\ntook them all. the nest\nwas composed of corn stalks,\nbark, hay, leaves and other\nsubstances. the eggs 7 in \nnumber [delete]of[/delete] cream colored\nand spotted thickly with pink.\nThe female was a very faithful\nsitter; during the process of\ncutting open the hole, she\nremained undisturbed on the\nnest, although she was nearly \ncovered with sawdust and\nchips, when the hole was\nsufficiently enlarged to\nadmit my hand, she fright-\nened at the sudden appear-\nance of it, tried to pass out\nbetween my wrist and the\nedge of the hole, upon which\nI drew out my hand suppose-\nsing of course that she","6","",""
"4060726","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0007.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 01:15:57","19-Mar-2015 01:08:24","0","MCZ","would come out, but\non looking in again there\nshe was sitting contentedly\non the nest, so I thrust\nin my hand again and\nthis time she came out.\n  Robin's\n[margin]April 1865[/margin]\n  Song Sparrows\n[margin]April 29, 1865[/margin]\n  D. found a nest\nwith four eggs.\n  Golden Robin\n[margin]May 13, 1865[/margin]\n  Commenced to build in\nthe morning.\n  Blue Jay\n[margin]May 10, 1865[/margin]\n  Found a nest with\neggs. they had been\nset on a short time.\n  Blue Jay\n[margin]June 7, 1865[/margin]\n  D. found a nest with\n3 perfectly fresh eggs.\n(it may have been a\nsecond litter)\n  White eyed Vireo\n[margin]June 1, 1865[/margin]\n  found a nest with","7","",""
"4060730","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0008.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 01:23:06","19-Mar-2015 01:10:15","0","MCZ","four perfectly fresh eggs;\nthe nest was extremely\ndeep and was built\non a wild cherry tree\nabout 3 feet from the\nground in a thicket\nof bushes and wild\nblackberry vines.\n  List of the first eggs\nfound by me and by\nMy aqquaintances in\nthe year 1865.\n  Blue birds nest with\none egg Saturday April 15th\n(eggs hatched May 3rd)\nyoung ones flew from\nthe nest Thursday\nMay 18th.\n  White brested Nuthatch\nnest found by myself\nWendsday April 19\n(It contained 7 eggs)\n  A Robin's nest with\n3 eggs Monday\nApril 24th.\n  Blue Jays nest with\n1 egg found April 25th","8","I tried to keep all of his spellings.",""
"4060734","Valid","David Larson","Joseph deVeer","mcz13103363v1_0009.jpg","Fully transcribed by David Larson. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","11-Dec-2014 07:14:37","19-Mar-2015 01:10:54","7","MCZ","Song Sparrows nest\nwith 4 eggs found\nSatusday April 29th\nA Golden Winged\nWoodpeckers nest with\none egg found Friday\nMay 5th\nA Purple Finches\nnest with 1 egg found\nMonday May 8th\nBlack birds nest\nwith 4 eggs found\nWenesday May 3rd\nCat Birds nest with one\negg found Friday\nMay 12th\nChipping Sparrows\nnest with 4 eggs found\nFriday May 12th\nA Cow Buntings egg\nfound in a Purple Finches\nnest Monday May 15th\nA White bellied Swallow\nnest with 3 eggs found\nThursday May 18th","9","I am guessing at the format for the date since the ? popup box is mostly off my screen and not readable.",""
"4060738","Valid","Tom Harrington","Joseph deVeer","mcz13103363v1_0010.jpg","Fully transcribed by Tom Harrington. Exported on 02-May-2015 from DigiVol (http://volunteer.ala.org.au)","14-Dec-2014 01:28:55","19-Mar-2015 01:11:08","0","MCZ","A Yellow Warblers nest\nwith one egg found\nSaturday May 20th.\n  A Least Pewees nest\nwith one egg found\nMonday May 22nd\n  House Wrens nest\nwith three eggs found\nSaturday May 20th.\n  Brown Thrushes nest\nwith 5 eggs found\nThursday May 4th or\n11th.\n  Black billed Cuckoos\nnest with 2 eggs found\nTuesday May 23rd\n  A golden Robins\nnest with 6 eggs\nfound Friday May 30th\n  Found a Bobolinks\nnest with 2 eggs Tuesday\nMay 30th.\n  Found a white Eyed \nVireo's nest with 4 eggs\nThursday June 1st","10","",""
